seed,target,attack,fpr,tpr
1,Non-private (overfit),modified_entropy,0.00033838551534282334,0.0003204408289231282
1,Non-private (overfit),modified_entropy,0.0003620958350245917,0.00034289378316722696
1,Non-private (overfit),modified_entropy,0.0003874675120456132,0.0003669199924674368
1,Non-private (overfit),modified_entropy,0.0004146169559796819,0.00039262969316257755
1,Non-private (overfit),modified_entropy,0.0004436687330978611,0.0004201408457366109
1,Non-private (overfit),modified_entropy,0.00047475613789974203,0.0004495796760414224
1,Non-private (overfit),modified_entropy,0.0005080218046913023,0.00048108125444252115
1,Non-private (overfit),modified_entropy,0.0005436183620153838,0.000514790115544871
1,Non-private (overfit),modified_entropy,0.0005817091329374358,0.0005508609213422688
1,Non-private (overfit),modified_entropy,0.000622468884399544,0.0005894591708329015
1,Non-private (overfit),modified_entropy,0.0006660846290809161,0.0006307619593569282
1,Non-private (overfit),modified_entropy,0.0007127564834438914,0.0006749587911400487
1,Non-private (overfit),modified_entropy,0.0007626985859023443,0.0007222524487711595
1,Non-private (overfit),modified_entropy,0.0008161400793251826,0.0007728599236033926
1,Non-private (overfit),modified_entropy,0.0008733261623828437,0.0008270134113473899
1,Non-private (overfit),modified_entropy,0.0009345192145605374,0.0008849613774247514
1,Non-private (overfit),modified_entropy,0.001,0.000946969696969697
1,Non-private (overfit),modified_entropy,0.0010700689556931745,0.0010133228747094456
1,Non-private (overfit),modified_entropy,0.0011450475699382812,0.001084325350320342
1,Non-private (overfit),modified_entropy,0.0012252798573828651,0.0011603028952489253
1,Non-private (overfit),modified_entropy,0.0013111339374215643,0.0012416041074067845
1,Non-private (overfit),modified_entropy,0.0014030037231905735,0.001328602010597134
1,Non-private (overfit),modified_entropy,0.0015013107289081743,0.001421695766011529
1,Non-private (overfit),modified_entropy,0.0016065060038537287,0.0015213125036493643
1,Non-private (overfit),modified_entropy,0.0017190722018585747,0.0016279092820630442
1,Non-private (overfit),modified_entropy,0.0018395257958039712,0.0017419751854204273
1,Non-private (overfit),modified_entropy,0.0019684194472866113,0.0018640335675062607
1,Non-private (overfit),modified_entropy,0.00210634454232412,0.001994644452958447
